project_id,state,district_code,project_type,land_type,land_area_acres,num_affected_families,num_departments_involved,notification_age_days,compensation_status,compensation_disbursed_pct,possession_status,legal_disputes_count,court_case_pending,rehabilitation_required,rehabilitation_progress_pct,stakeholder_responsiveness_score,historical_dept_performance_score,public_objections_count,pending_approvals_count,budget_utilization_pct,monsoon_season_overlap,is_delayed,delay_days
LAP-10156,Gujarat,GUJ-5,Industrial Corridor,Tribal,38.3,39,1,296,Not Started,7,Award Declared,1,0,1,60,7.9,54.9,1,1,34.3,1,0,0
LAP-10157,Haryana,HAR-2,Railway,Tribal,54.0,13,3,1367,Not Started,3,Not Started,0,0,1,68,4.8,22.0,3,7,71.1,1,1,152
LAP-10158,Haryana,HAR-4,Railway,Private Agricultural,13.4,51,3,493,Partially Disbursed,30,Partial Possession,0,0,1,5,2.5,87.9,0,5,20.3,0,1,18
LAP-10159,Odisha,ODI-5,Urban Development,Private Agricultural,10.6,27,4,732,Partially Disbursed,65,Survey Complete,1,1,1,66,6.7,47.4,10,2,51.8,0,0,0
LAP-10160,Telangana,TEL-5,Renewable Energy,Mixed,4.4,402,1,1139,Fully Disbursed,92,Award Declared,0,0,0,100,6.1,88.6,2,5,70.6,0,0,0
LAP-10161,Maharashtra,MAH-5,Railway,Tribal,38.2,32,6,141,Partially Disbursed,43,Award Declared,1,1,0,100,7.1,21.3,1,6,28.8,1,0,0
LAP-10162,Madhya Pradesh,MAD-3,Urban Development,Forest,15.0,15,3,1025,Fully Disbursed,90,Partial Possession,0,0,0,100,2.1,33.6,3,4,28.4,0,0,0
LAP-10163,Karnataka,KAR-5,Railway,Private Agricultural,19.0,44,1,850,Partially Disbursed,58,Award Declared,0,0,1,78,4.4,42.8,1,0,62.0,0,0,0
LAP-10164,Bihar,BIH-6,Highway,Government,31.5,116,4,475,Partially Disbursed,15,Partial Possession,2,1,1,55,4.7,50.5,3,6,100.0,0,1,57
LAP-10165,Chhattisgarh,CHH-1,Renewable Energy,Private Agricultural,56.5,41,4,984,Partially Disbursed,81,Partial Possession,1,1,1,51,6.6,71.8,2,3,78.2,0,0,0
LAP-10166,Haryana,HAR-5,Urban Development,Private Agricultural,8.8,18,1,427,Not Started,5,Award Declared,0,0,1,16,9.6,35.7,1,1,99.5,1,0,0
LAP-10167,Tamil Nadu,TAM-6,Urban Development,Government,20.3,7,1,1276,Fully Disbursed,93,Partial Possession,1,0,0,100,4.3,63.2,0,1,65.1,1,0,0
LAP-10168,Madhya Pradesh,MAD-4,Irrigation,Forest,11.0,50,4,827,Fully Disbursed,85,Full Possession,1,1,0,100,7.7,64.6,1,4,30.8,0,0,0
LAP-10169,Rajasthan,RAJ-4,Industrial Corridor,Tribal,21.1,37,4,804,Partially Disbursed,48,Award Declared,1,1,1,3,7.7,43.8,1,2,46.3,0,1,85
LAP-10170,Karnataka,KAR-1,Power Transmission,Mixed,6.7,392,3,84,Fully Disbursed,100,Not Started,0,0,0,100,6.0,39.5,1,3,65.0,0,0,0
LAP-10171,Maharashtra,MAH-4,Industrial Corridor,Private Agricultural,35.0,240,1,1365,Not Started,0,Partial Possession,0,0,1,5,3.2,13.2,0,5,70.7,0,0,0
LAP-10172,Jharkhand,JHA-6,Irrigation,Private Agricultural,50.8,8,2,35,Not Started,8,Not Started,1,0,1,34,5.0,33.6,1,3,38.7,1,0,0
LAP-10173,Bihar,BIH-4,Industrial Corridor,Government,24.9,158,1,1445,Partially Disbursed,77,Not Started,0,0,0,100,6.7,82.0,4,1,57.9,0,0,0
LAP-10174,Odisha,ODI-5,Irrigation,Tribal,2.8,51,6,1047,Fully Disbursed,92,Survey Complete,0,0,1,33,2.0,44.8,4,3,67.9,0,0,0
LAP-10175,Tamil Nadu,TAM-6,Urban Development,Private Agricultural,7.9,8,1,1186,Not Started,7,Not Started,0,0,0,100,7.5,75.5,0,8,48.6,0,0,0
LAP-10176,Jharkhand,JHA-3,Irrigation,Private Agricultural,91.5,18,3,817,Fully Disbursed,85,Not Started,0,0,1,62,5.5,47.0,1,1,61.8,0,0,0
LAP-10177,Rajasthan,RAJ-3,Urban Development,Government,88.5,84,2,1017,Partially Disbursed,13,Full Possession,1,0,0,100,6.0,63.9,3,4,38.9,0,0,0
LAP-10178,Tamil Nadu,TAM-3,Highway,Government,47.2,22,6,781,Partially Disbursed,68,Award Declared,1,1,0,100,3.1,40.7,3,0,77.2,1,0,0
LAP-10179,Odisha,ODI-5,Irrigation,Private Agricultural,16.0,154,3,715,Partially Disbursed,14,Full Possession,0,0,1,23,6.4,68.3,3,1,49.5,0,0,0
LAP-10180,Jharkhand,JHA-6,Urban Development,Mixed,14.5,33,1,840,Partially Disbursed,83,Full Possession,1,1,0,100,5.1,75.1,0,5,56.5,1,1,14
LAP-10181,Karnataka,KAR-6,Railway,Government,45.7,67,5,274,Not Started,6,Not Started,1,0,1,81,7.1,47.1,2,0,79.4,0,0,0
LAP-10182,Gujarat,GUJ-3,Power Transmission,Forest,55.8,49,1,1124,Not Started,3,Full Possession,1,1,0,100,3.9,47.8,2,5,51.3,0,0,0
LAP-10183,Bihar,BIH-4,Renewable Energy,Government,27.2,597,5,640,Fully Disbursed,85,Not Started,1,1,1,46,8.7,81.0,0,4,21.7,0,0,0
LAP-10184,Telangana,TEL-6,Railway,Tribal,8.0,48,2,643,Fully Disbursed,85,Full Possession,3,1,1,76,1.8,44.3,1,8,100.0,1,1,117
LAP-10185,Odisha,ODI-4,Industrial Corridor,Private Agricultural,46.2,16,6,1146,Fully Disbursed,91,Award Declared,1,1,1,25,10.0,87.8,0,6,55.2,0,0,0
LAP-10186,Uttar Pradesh,UTT-4,Industrial Corridor,Tribal,21.2,47,3,935,Fully Disbursed,85,Survey Complete,3,1,1,86,6.8,99.0,2,5,31.0,0,1,156
LAP-10187,Chhattisgarh,CHH-5,Renewable Energy,Private Agricultural,9.6,15,4,524,Fully Disbursed,99,Award Declared,1,1,0,100,5.1,69.6,3,5,92.8,0,0,0
LAP-10188,Punjab,PUN-6,Highway,Government,11.7,30,5,1077,Not Started,4,Award Declared,0,0,0,100,6.8,96.9,2,8,45.5,1,0,0
LAP-10189,Tamil Nadu,TAM-4,Railway,Private Agricultural,157.8,23,6,813,Fully Disbursed,93,Partial Possession,0,0,1,61,6.1,69.0,3,1,43.9,0,0,0
LAP-10190,Tamil Nadu,TAM-3,Airport,Private Agricultural,244.9,81,5,1117,Not Started,6,Award Declared,0,0,1,78,5.9,72.3,1,2,37.1,0,0,0
LAP-10191,Madhya Pradesh,MAD-1,Highway,Private Agricultural,41.2,107,2,163,Partially Disbursed,10,Partial Possession,0,0,1,35,6.3,50.6,2,2,83.0,0,0,0
LAP-10192,Punjab,PUN-1,Airport,Mixed,38.4,101,2,799,Not Started,6,Not Started,1,1,0,100,9.9,67.0,1,5,40.1,0,0,0
LAP-10193,Jharkhand,JHA-2,Urban Development,Private Agricultural,4.4,26,3,811,Not Started,6,Award Declared,2,0,1,97,6.9,46.2,2,7,14.3,1,1,44
LAP-10194,Haryana,HAR-2,Renewable Energy,Private Agricultural,14.7,16,6,1184,Not Started,4,Award Declared,0,0,0,100,8.5,49.3,2,5,51.6,0,0,0
LAP-10195,Maharashtra,MAH-6,Highway,Private Agricultural,36.7,278,2,624,Partially Disbursed,13,Partial Possession,0,0,1,68,3.2,56.2,2,6,68.2,0,0,0
LAP-10196,Jharkhand,JHA-1,Highway,Mixed,5.3,17,4,423,Fully Disbursed,87,Survey Complete,0,0,0,100,6.0,88.0,3,6,65.2,0,1,89
LAP-10197,Maharashtra,MAH-1,Urban Development,Tribal,81.0,26,6,870,Not Started,0,Survey Complete,1,0,1,16,7.8,46.4,6,3,60.7,0,0,0
LAP-10198,Jharkhand,JHA-6,Highway,Private Agricultural,169.9,18,5,334,Not Started,1,Partial Possession,3,1,0,100,3.4,75.9,4,7,48.4,1,1,173
LAP-10199,Rajasthan,RAJ-4,Urban Development,Tribal,3.6,15,6,723,Not Started,1,Award Declared,1,1,1,86,7.8,65.8,1,3,54.8,0,0,0
LAP-10200,West Bengal,WES-6,Power Transmission,Private Agricultural,33.1,5,2,1268,Fully Disbursed,95,Award Declared,2,1,1,12,4.6,67.2,1,3,66.6,0,0,0
LAP-10201,West Bengal,WES-5,Highway,Private Agricultural,34.8,41,2,68,Not Started,6,Not Started,0,0,0,100,4.2,68.9,4,2,81.1,0,0,0
LAP-10202,Gujarat,GUJ-3,Airport,Private Agricultural,59.2,65,5,264,Partially Disbursed,76,Full Possession,0,0,1,88,5.6,77.0,0,3,61.0,1,0,0
LAP-10203,Gujarat,GUJ-6,Industrial Corridor,Private Agricultural,196.3,133,1,767,Not Started,4,Survey Complete,1,1,0,100,6.2,99.8,1,4,41.2,0,0,0
LAP-10204,Odisha,ODI-5,Urban Development,Private Agricultural,23.4,59,4,326,Not Started,4,Not Started,0,0,1,28,2.5,28.7,0,8,62.8,0,0,0
LAP-10205,Bihar,BIH-2,Irrigation,Mixed,12.5,157,4,493,Partially Disbursed,46,Award Declared,0,0,0,100,5.5,41.1,2,2,52.9,0,1,34
LAP-10206,Odisha,ODI-5,Urban Development,Private Agricultural,392.6,158,2,341,Fully Disbursed,98,Survey Complete,1,1,1,82,6.6,86.4,1,0,31.5,0,0,0
LAP-10207,West Bengal,WES-3,Highway,Private Agricultural,11.2,11,6,1098,Partially Disbursed,54,Award Declared,1,1,0,100,7.4,58.1,1,3,74.8,0,0,0
LAP-10208,Tamil Nadu,TAM-4,Urban Development,Private Agricultural,16.7,20,6,629,Fully Disbursed,87,Survey Complete,2,0,1,59,6.3,5.1,2,5,83.2,0,1,75
LAP-10209,Rajasthan,RAJ-5,Highway,Forest,16.0,54,5,1297,Fully Disbursed,92,Partial Possession,0,0,0,100,5.8,58.4,3,5,11.3,0,0,0
LAP-10210,Rajasthan,RAJ-4,Urban Development,Government,29.5,152,2,1192,Partially Disbursed,34,Survey Complete,0,0,0,100,8.4,67.4,2,0,60.0,0,0,0
LAP-10211,Telangana,TEL-3,Railway,Forest,9.6,11,3,1481,Fully Disbursed,97,Award Declared,1,0,0,100,3.4,60.2,0,2,11.9,1,0,0
LAP-10212,Telangana,TEL-6,Railway,Tribal,62.2,31,6,166,Partially Disbursed,59,Survey Complete,2,1,1,32,4.9,58.7,2,6,54.0,1,0,0
LAP-10213,Chhattisgarh,CHH-4,Highway,Tribal,14.6,24,4,1475,Partially Disbursed,70,Partial Possession,2,0,1,60,3.8,43.8,2,0,85.0,1,0,0
LAP-10214,Odisha,ODI-4,Railway,Private Agricultural,63.8,161,2,877,Partially Disbursed,53,Not Started,0,0,0,100,2.5,55.3,1,6,41.8,0,0,0
LAP-10215,Haryana,HAR-5,Railway,Private Agricultural,27.0,18,1,315,Not Started,9,Full Possession,1,1,1,92,7.9,71.6,1,1,41.5,0,1,97
LAP-10216,Telangana,TEL-4,Urban Development,Private Agricultural,89.8,106,1,318,Partially Disbursed,24,Award Declared,0,0,0,100,6.6,51.1,5,2,74.6,0,1,35
LAP-10217,Punjab,PUN-4,Urban Development,Private Agricultural,27.5,6,4,1328,Fully Disbursed,88,Survey Complete,0,0,1,15,3.2,82.5,1,5,81.4,0,1,132
LAP-10218,Chhattisgarh,CHH-1,Industrial Corridor,Forest,53.0,17,4,1091,Not Started,1,Full Possession,2,1,0,100,7.7,82.6,3,3,57.0,0,1,63
LAP-10219,Tamil Nadu,TAM-3,Power Transmission,Private Agricultural,28.2,33,1,1127,Not Started,9,Partial Possession,0,0,1,11,5.1,47.6,4,8,59.9,0,1,197
LAP-10220,West Bengal,WES-4,Renewable Energy,Private Agricultural,4.4,50,3,1405,Not Started,0,Partial Possession,0,0,1,60,4.2,54.8,2,5,15.2,1,0,0
LAP-10221,Uttar Pradesh,UTT-2,Highway,Private Agricultural,5.2,407,2,794,Not Started,0,Partial Possession,1,1,0,100,5.2,39.1,3,0,7.8,0,1,104
LAP-10222,Karnataka,KAR-4,Irrigation,Private Agricultural,4.0,14,4,759,Partially Disbursed,55,Partial Possession,0,0,0,100,7.8,39.0,2,6,82.4,1,0,0
LAP-10223,Bihar,BIH-6,Urban Development,Private Agricultural,25.5,15,4,522,Fully Disbursed,85,Award Declared,2,1,1,16,5.9,98.3,2,6,65.4,1,1,54
LAP-10224,Karnataka,KAR-1,Highway,Mixed,103.0,16,6,685,Not Started,1,Award Declared,0,0,0,100,7.0,54.9,0,8,100.0,0,1,236
LAP-10225,Chhattisgarh,CHH-1,Highway,Private Agricultural,65.3,34,1,1374,Partially Disbursed,40,Partial Possession,0,0,1,71,7.2,76.1,1,0,59.3,0,0,0
LAP-10226,Rajasthan,RAJ-3,Highway,Tribal,111.1,74,2,593,Fully Disbursed,97,Full Possession,2,1,0,100,4.8,69.4,2,6,13.0,0,0,0
LAP-10227,Rajasthan,RAJ-4,Renewable Energy,Tribal,22.4,57,6,1377,Partially Disbursed,65,Partial Possession,3,1,1,18,4.2,46.0,2,7,100.0,0,1,66
LAP-10228,Rajasthan,RAJ-2,Highway,Government,3.6,24,4,513,Not Started,3,Survey Complete,0,0,0,100,7.2,60.0,2,8,67.8,0,0,0
LAP-10229,Tamil Nadu,TAM-1,Urban Development,Tribal,12.7,41,4,232,Partially Disbursed,79,Survey Complete,2,1,1,44,6.8,74.8,3,6,84.9,0,1,14
LAP-10230,Uttar Pradesh,UTT-1,Highway,Mixed,25.9,39,4,945,Fully Disbursed,99,Award Declared,0,0,0,100,4.7,55.2,0,7,36.6,0,0,0
LAP-10231,Bihar,BIH-3,Renewable Energy,Private Agricultural,28.6,2669,5,893,Partially Disbursed,49,Survey Complete,1,0,1,81,7.0,35.2,2,6,77.6,0,0,0
LAP-10232,Gujarat,GUJ-3,Power Transmission,Government,55.4,22,2,478,Not Started,3,Partial Possession,0,0,0,100,5.1,51.2,2,0,30.1,0,0,0
LAP-10233,Telangana,TEL-2,Highway,Forest,172.1,97,1,1440,Not Started,0,Award Declared,1,0,0,100,4.5,43.8,3,3,58.4,0,1,49
LAP-10234,Uttar Pradesh,UTT-6,Highway,Private Agricultural,79.8,135,1,1112,Fully Disbursed,88,Survey Complete,1,1,1,83,10.0,43.7,2,0,62.6,1,1,176
LAP-10235,Karnataka,KAR-2,Renewable Energy,Tribal,30.6,63,1,1012,Partially Disbursed,58,Full Possession,0,0,0,100,5.9,48.7,3,0,76.7,0,0,0
LAP-10236,Uttar Pradesh,UTT-5,Highway,Private Agricultural,203.6,37,6,1375,Not Started,6,Full Possession,0,0,0,100,7.5,66.1,1,5,77.4,0,0,0
LAP-10237,Tamil Nadu,TAM-6,Industrial Corridor,Private Agricultural,11.8,86,5,1101,Not Started,3,Not Started,0,0,1,62,3.2,27.6,3,5,84.4,0,1,211
LAP-10238,Odisha,ODI-5,Railway,Forest,4.3,56,1,1443,Partially Disbursed,54,Award Declared,2,1,0,100,5.5,35.8,1,5,50.5,0,1,74
LAP-10239,Madhya Pradesh,MAD-6,Irrigation,Private Agricultural,34.7,14,5,381,Partially Disbursed,21,Full Possession,0,0,1,19,6.0,33.4,1,0,37.3,0,0,0
LAP-10240,Chhattisgarh,CHH-4,Railway,Forest,169.6,15,3,323,Not Started,5,Partial Possession,2,1,0,100,5.7,40.5,2,8,78.1,0,1,91
LAP-10241,Tamil Nadu,TAM-3,Irrigation,Forest,65.1,16,4,1179,Partially Disbursed,42,Survey Complete,2,1,0,100,4.6,54.9,1,7,74.6,0,1,222
LAP-10242,Karnataka,KAR-6,Highway,Private Agricultural,10.8,59,3,175,Not Started,7,Survey Complete,2,1,1,77,4.8,51.9,2,5,75.3,0,1,65
LAP-10243,Bihar,BIH-1,Urban Development,Private Agricultural,31.1,41,1,208,Not Started,9,Full Possession,2,0,1,25,3.6,62.7,2,2,96.8,0,1,45
LAP-10244,Punjab,PUN-5,Highway,Private Agricultural,20.3,66,1,389,Not Started,5,Full Possession,1,1,0,100,3.4,44.5,1,7,51.9,0,0,0
LAP-10245,Uttar Pradesh,UTT-3,Highway,Forest,22.4,88,6,490,Partially Disbursed,58,Not Started,2,1,0,100,4.9,75.7,4,3,66.5,1,0,0
LAP-10246,Jharkhand,JHA-5,Highway,Mixed,107.4,116,6,111,Partially Disbursed,27,Partial Possession,2,1,1,94,8.9,75.4,0,8,52.3,0,1,530
LAP-10247,Punjab,PUN-3,Railway,Private Agricultural,94.8,88,3,1120,Fully Disbursed,95,Survey Complete,1,0,0,100,6.0,13.0,1,3,64.1,0,0,0
LAP-10248,Jharkhand,JHA-1,Power Transmission,Mixed,2.8,8,4,376,Partially Disbursed,75,Partial Possession,0,0,0,100,4.9,56.5,0,7,46.7,0,0,0
LAP-10249,Tamil Nadu,TAM-4,Irrigation,Private Agricultural,73.9,48,5,853,Partially Disbursed,64,Partial Possession,0,0,0,100,5.4,53.4,4,6,41.7,0,0,0
LAP-10250,Rajasthan,RAJ-6,Urban Development,Private Agricultural,110.8,112,3,1034,Not Started,3,Partial Possession,0,0,1,79,6.5,52.1,0,8,48.0,0,0,0
LAP-10251,Jharkhand,JHA-6,Railway,Government,39.4,66,2,1060,Not Started,9,Partial Possession,2,1,1,62,6.9,63.0,2,7,58.8,0,0,0
LAP-10252,West Bengal,WES-2,Renewable Energy,Forest,25.4,282,4,961,Not Started,5,Not Started,2,0,0,100,7.3,70.4,3,1,51.8,1,1,220
LAP-10253,Rajasthan,RAJ-4,Airport,Private Agricultural,35.0,1,1,1263,Partially Disbursed,14,Not Started,0,0,0,100,9.3,57.9,2,7,53.6,0,0,0
LAP-10254,West Bengal,WES-2,Railway,Government,12.7,39,5,1305,Not Started,5,Partial Possession,0,0,0,100,4.5,87.5,2,0,83.1,1,0,0
LAP-10255,Maharashtra,MAH-2,Industrial Corridor,Private Agricultural,38.5,31,6,1256,Partially Disbursed,54,Partial Possession,0,0,1,14,4.9,39.8,2,2,74.3,1,0,0
LAP-10256,Gujarat,GUJ-5,Highway,Forest,5.7,65,4,133,Partially Disbursed,21,Partial Possession,0,0,0,100,4.9,37.8,2,6,5.5,0,0,0
LAP-10257,West Bengal,WES-3,Highway,Forest,24.2,97,3,389,Not Started,8,Survey Complete,0,0,0,100,8.0,81.5,0,4,34.0,0,0,0
LAP-10258,Telangana,TEL-5,Renewable Energy,Tribal,92.4,15,4,122,Partially Disbursed,51,Not Started,3,0,0,100,10.0,63.6,1,6,42.4,0,0,0
LAP-10259,Uttar Pradesh,UTT-3,Airport,Private Agricultural,23.0,139,6,171,Not Started,8,Full Possession,0,0,1,4,10.0,83.7,3,4,65.8,0,0,0
LAP-10260,Haryana,HAR-6,Industrial Corridor,Private Agricultural,28.5,429,2,410,Partially Disbursed,42,Partial Possession,0,0,1,55,7.1,56.9,4,2,48.9,0,0,0
LAP-10261,Bihar,BIH-5,Railway,Private Agricultural,65.7,110,2,644,Not Started,0,Award Declared,1,1,0,100,7.5,64.9,1,8,71.6,0,1,237
LAP-10262,Maharashtra,MAH-1,Urban Development,Forest,52.7,6,1,96,Partially Disbursed,38,Award Declared,0,0,0,100,8.5,51.8,2,0,85.5,1,0,0
LAP-10263,Odisha,ODI-2,Irrigation,Tribal,19.7,51,6,806,Not Started,8,Survey Complete,1,1,1,51,5.8,74.1,0,2,69.2,0,0,0
LAP-10264,Rajasthan,RAJ-2,Railway,Mixed,32.1,37,1,675,Not Started,7,Partial Possession,1,0,0,100,7.2,5.0,3,0,65.3,1,1,95
LAP-10265,Bihar,BIH-5,Industrial Corridor,Private Agricultural,79.1,44,6,983,Partially Disbursed,44,Partial Possession,1,1,1,34,7.7,16.0,2,8,47.5,0,1,67
LAP-10266,Gujarat,GUJ-1,Railway,Forest,5.6,138,5,335,Not Started,1,Not Started,2,1,0,100,5.8,72.9,1,3,82.5,1,1,154
LAP-10267,Odisha,ODI-2,Industrial Corridor,Forest,6.9,17,1,617,Not Started,4,Not Started,1,1,0,100,10.0,31.0,3,3,20.7,0,0,0
LAP-10268,Odisha,ODI-3,Urban Development,Private Agricultural,17.0,29,4,227,Not Started,1,Full Possession,1,0,1,46,9.5,66.1,2,3,87.6,1,0,0
LAP-10269,Karnataka,KAR-1,Urban Development,Government,121.2,11,1,1204,Not Started,1,Survey Complete,1,1,0,100,7.6,69.8,1,4,49.7,1,1,26
LAP-10270,Punjab,PUN-4,Power Transmission,Private Agricultural,21.1,310,6,1393,Fully Disbursed,95,Partial Possession,2,0,1,13,4.7,44.0,0,0,99.1,0,0,0
LAP-10271,Telangana,TEL-2,Power Transmission,Private Agricultural,12.2,59,6,112,Partially Disbursed,76,Partial Possession,0,0,1,74,8.7,23.1,2,7,61.1,1,0,0
LAP-10272,Rajasthan,RAJ-4,Irrigation,Forest,25.5,150,4,515,Not Started,5,Full Possession,2,1,0,100,3.3,55.6,3,7,36.3,0,1,174
LAP-10273,Gujarat,GUJ-1,Airport,Private Agricultural,10.5,187,3,836,Partially Disbursed,76,Full Possession,1,1,1,5,6.0,46.8,5,1,47.6,1,1,112
LAP-10274,Jharkhand,JHA-6,Highway,Forest,20.7,41,2,703,Partially Disbursed,50,Not Started,0,0,1,8,8.5,91.0,2,4,100.0,1,0,0
LAP-10275,Tamil Nadu,TAM-6,Industrial Corridor,Private Agricultural,68.0,13,1,1318,Partially Disbursed,35,Partial Possession,1,1,1,53,6.9,82.6,1,5,4.3,0,1,129
LAP-10276,Gujarat,GUJ-6,Industrial Corridor,Government,45.6,1195,6,1204,Not Started,8,Partial Possession,0,0,0,100,6.1,42.8,2,2,26.4,0,0,0
LAP-10277,Telangana,TEL-1,Railway,Forest,11.1,41,5,77,Fully Disbursed,88,Partial Possession,3,0,0,100,8.4,61.6,1,3,53.5,0,0,0
LAP-10278,Odisha,ODI-1,Airport,Private Agricultural,14.1,76,6,417,Not Started,9,Partial Possession,0,0,0,100,6.3,55.0,2,6,20.9,0,0,0
LAP-10279,Jharkhand,JHA-2,Power Transmission,Private Agricultural,8.3,227,1,1144,Not Started,7,Partial Possession,0,0,1,64,4.8,91.1,2,6,83.7,1,0,0
LAP-10280,Bihar,BIH-2,Highway,Government,13.8,36,3,1488,Partially Disbursed,13,Not Started,0,0,0,100,6.3,46.8,3,4,53.6,0,0,0
LAP-10281,Uttar Pradesh,UTT-5,Railway,Tribal,125.7,8,6,131,Not Started,1,Not Started,1,1,1,86,3.5,39.4,3,5,50.5,0,0,0
LAP-10282,Karnataka,KAR-2,Irrigation,Forest,66.2,59,4,630,Fully Disbursed,98,Partial Possession,1,1,0,100,5.9,72.8,2,6,79.1,0,1,55
LAP-10283,Telangana,TEL-4,Highway,Private Agricultural,30.8,160,1,131,Fully Disbursed,88,Not Started,0,0,0,100,5.8,60.7,0,1,54.8,0,0,0
LAP-10284,Chhattisgarh,CHH-1,Renewable Energy,Private Agricultural,24.0,24,2,932,Fully Disbursed,95,Award Declared,0,0,0,100,5.4,75.1,3,4,91.4,0,1,31
LAP-10285,Maharashtra,MAH-5,Urban Development,Private Agricultural,13.5,40,3,1408,Not Started,9,Full Possession,1,1,1,13,4.5,80.2,2,5,58.0,0,0,0
LAP-10286,Punjab,PUN-5,Irrigation,Private Agricultural,120.8,1571,2,491,Partially Disbursed,42,Not Started,0,0,0,100,4.7,46.3,4,6,32.9,0,0,0
LAP-10287,Gujarat,GUJ-3,Irrigation,Private Agricultural,30.9,204,3,692,Not Started,7,Partial Possession,1,1,0,100,8.8,36.6,1,1,47.0,0,1,203
LAP-10288,Maharashtra,MAH-4,Urban Development,Tribal,1.1,17,4,943,Partially Disbursed,39,Award Declared,0,0,1,38,5.5,50.9,2,5,43.7,0,1,44
LAP-10289,Haryana,HAR-6,Renewable Energy,Private Agricultural,126.0,13,4,468,Not Started,0,Not Started,1,1,0,100,6.3,68.3,3,3,55.9,0,1,274
LAP-10290,Punjab,PUN-6,Railway,Forest,8.1,249,5,736,Partially Disbursed,12,Award Declared,2,1,0,100,4.7,10.0,2,5,69.6,0,1,83
LAP-10291,Karnataka,KAR-2,Irrigation,Private Agricultural,37.8,23,6,227,Partially Disbursed,48,Not Started,1,1,0,100,3.3,61.6,5,6,40.8,0,1,61
LAP-10292,Bihar,BIH-4,Highway,Mixed,14.6,19,2,491,Not Started,4,Award Declared,0,0,0,100,2.4,99.3,2,7,48.4,1,0,0
LAP-10293,Chhattisgarh,CHH-3,Airport,Forest,6.7,7,6,223,Partially Disbursed,69,Survey Complete,1,0,0,100,3.0,32.3,1,0,75.5,0,1,84
LAP-10294,Odisha,ODI-3,Railway,Government,7.4,38,1,1049,Partially Disbursed,60,Partial Possession,1,1,1,42,5.0,53.1,1,4,84.8,0,0,0
LAP-10295,Telangana,TEL-6,Power Transmission,Private Agricultural,32.3,5,3,947,Partially Disbursed,34,Survey Complete,0,0,1,6,8.2,55.7,3,6,20.8,0,0,0
LAP-10296,Telangana,TEL-5,Power Transmission,Private Agricultural,5.4,319,5,865,Partially Disbursed,15,Full Possession,0,0,0,100,5.4,73.2,3,4,70.0,1,0,0
LAP-10297,Odisha,ODI-1,Railway,Forest,64.9,34,6,1033,Partially Disbursed,11,Award Declared,0,0,0,100,9.5,32.0,2,6,25.8,0,0,0
LAP-10298,Punjab,PUN-6,Power Transmission,Private Agricultural,23.7,13,4,63,Not Started,4,Survey Complete,1,1,1,44,6.7,45.5,1,3,100.0,0,0,0
LAP-10299,Telangana,TEL-2,Power Transmission,Government,21.4,113,6,307,Fully Disbursed,95,Full Possession,0,0,0,100,5.1,61.0,1,8,56.1,1,0,0
LAP-10300,Punjab,PUN-6,Industrial Corridor,Tribal,323.9,194,4,596,Fully Disbursed,91,Full Possession,3,0,1,75,6.0,67.0,0,8,52.4,0,0,0
LAP-10301,Chhattisgarh,CHH-4,Highway,Private Agricultural,17.7,2,3,768,Not Started,9,Not Started,1,1,0,100,5.2,60.2,1,4,67.0,0,0,0
LAP-10302,Maharashtra,MAH-2,Power Transmission,Forest,12.9,65,6,161,Fully Disbursed,91,Survey Complete,1,0,1,53,5.0,60.0,2,3,74.9,0,1,77
LAP-10303,Odisha,ODI-3,Renewable Energy,Forest,16.2,10,1,1066,Partially Disbursed,26,Award Declared,2,0,1,30,4.5,69.3,3,6,100.0,1,1,439
LAP-10304,Punjab,PUN-4,Renewable Energy,Forest,17.0,11,6,437,Not Started,3,Survey Complete,1,1,0,100,4.5,64.1,2,8,91.0,0,0,0
LAP-10305,Chhattisgarh,CHH-4,Irrigation,Forest,2.7,27,6,1148,Not Started,3,Full Possession,2,1,0,100,7.9,74.1,1,8,70.5,0,1,380
LAP-10306,Gujarat,GUJ-4,Urban Development,Tribal,120.2,12,3,851,Not Started,7,Partial Possession,2,0,1,91,9.9,28.3,2,7,24.4,0,0,0
LAP-10307,Uttar Pradesh,UTT-6,Irrigation,Forest,13.7,81,3,47,Partially Disbursed,50,Partial Possession,1,1,0,100,4.2,45.6,1,6,72.7,0,0,0
LAP-10308,Chhattisgarh,CHH-2,Railway,Private Agricultural,15.8,34,3,417,Partially Disbursed,46,Full Possession,0,0,0,100,8.4,48.0,1,7,56.0,0,0,0
LAP-10309,Karnataka,KAR-4,Highway,Private Agricultural,155.8,59,6,1183,Partially Disbursed,55,Not Started,1,1,1,82,1.7,100.0,1,4,73.2,1,1,404
LAP-10310,Karnataka,KAR-1,Highway,Private Agricultural,433.6,27,2,1432,Partially Disbursed,71,Partial Possession,1,0,0,100,7.9,16.7,3,5,56.2,0,0,0
LAP-10311,West Bengal,WES-4,Irrigation,Mixed,94.7,189,1,1136,Fully Disbursed,93,Not Started,1,1,0,100,3.9,26.3,2,8,22.3,0,1,312
LAP-10312,Madhya Pradesh,MAD-1,Highway,Private Agricultural,21.1,90,5,278,Fully Disbursed,86,Award Declared,0,0,1,20,3.0,57.7,3,2,70.2,0,0,0
